ATC_C,ATC_H,ATC_N,ATC_O,ATC_S
27.54,11.8,54.43,5.9,0.33
28.14,12.55,51.71,7.22,0.38
27.14,13.01,52.04,7.81,0.0
25.93,13.47,54.88,5.72,0.0
25.58,14.73,52.33,7.36,0.0
26.97,15.36,50.19,7.49,0.0
25.35,15.85,51.76,6.69,0.35
26.71,16.25,50.18,6.86,0.0
25.78,15.23,51.95,7.03,0.0
28.41,14.02,50.55,7.01,0.0
26.87,11.22,54.76,6.46,0.68
25.68,14.79,52.92,6.23,0.39
25.49,13.73,52.29,8.17,0.33
27.31,12.85,53.82,6.02,0.0
26.79,12.83,53.21,7.17,0.0
27.61,13.13,51.18,8.08,0.0
27.89,9.79,54.01,8.01,0.3
24.78,15.22,53.48,6.52,0.0
26.45,14.88,52.07,6.61,0.0
26.22,14.61,52.81,6.37,0.0
25.36,14.13,53.99,6.16,0.36
27.27,10.66,53.29,8.46,0.31
28.66,10.51,54.78,5.73,0.32
27.17,14.72,50.57,7.17,0.38
24.22,12.8,54.67,7.61,0.69
28.52,12.13,51.8,7.54,0.0
27.21,12.59,53.4,6.8,0.0
25.74,11.88,55.45,6.6,0.33
25.61,12.46,55.02,6.57,0.35
26.64,13.15,52.94,7.27,0.0
27.24,11.72,53.1,7.93,0.0
25.19,14.66,53.01,7.14,0.0
24.64,13.21,53.57,8.57,0.0
26.57,14.39,53.14,5.9,0.0
27.02,13.68,52.28,7.02,0.0
25.9,11.15,55.08,7.54,0.33
27.34,12.8,52.94,6.57,0.35
26.45,12.68,53.62,7.25,0.0
27.43,12.5,52.78,6.94,0.35
25.34,14.93,52.94,6.79,0.0
28.34,11.73,53.75,6.19,0.0
26.35,12.5,52.36,8.45,0.34
27.17,12.32,52.9,7.61,0.0
27.54,13.41,52.17,6.88,0.0
25.52,11.38,53.79,9.31,0.0
26.95,13.12,53.19,6.74,0.0
28.9,12.29,52.16,6.31,0.33
25.51,12.96,54.25,7.29,0.0
25.65,14.87,52.04,7.43,0.0
24.81,13.57,54.26,6.98,0.39
26.98,14.6,52.06,6.35,0.0
28.2,12.13,52.46,7.21,0.0
26.81,13.19,51.49,8.51,0.0
27.92,12.34,50.97,8.77,0.0
25.98,13.52,52.67,7.47,0.36
25.11,14.61,53.42,6.85,0.0
26.15,14.62,51.92,7.31,0.0
28.27,13.07,51.94,6.71,0.0
26.3,10.39,53.25,9.42,0.65
27.68,14.76,50.92,6.64,0.0
26.43,13.06,50.96,8.92,0.64
25.82,12.36,54.18,7.27,0.36
25.57,12.13,54.1,8.2,0.0
26.01,12.16,55.07,6.76,0.0
26.59,14.61,51.69,6.37,0.75
26.83,12.54,54.36,6.27,0.0
27.99,11.6,53.24,6.83,0.34
26.76,12.37,53.51,7.36,0.0
29.64,9.28,53.29,7.49,0.3
27.89,12.24,52.38,7.14,0.34
26.58,13.62,50.17,8.97,0.66
27.61,10.74,54.6,7.06,0.0
26.16,14.34,53.76,5.73,0.0
25.93,13.13,53.87,6.4,0.67
25.28,13.06,52.5,8.89,0.28
26.69,14.23,52.67,6.41,0.0
28.28,12.12,53.2,6.06,0.34
27.21,10.82,53.77,8.2,0.0
27.91,12.29,53.16,6.64,0.0
25.53,12.06,53.55,8.87,0.0
25.96,10.88,55.09,8.07,0.0
27.05,10.62,53.77,7.88,0.68
28.44,10.7,52.6,8.26,0.0
28.25,14.13,50.56,7.06,0.0
26.09,15.22,51.45,7.25,0.0
25.37,12.13,55.51,6.99,0.0
26.87,10.88,55.1,7.14,0.0
27.3,13.83,52.48,6.38,0.0
25.64,13.19,52.75,8.06,0.37
28.47,12.81,50.89,7.83,0.0
26.88,12.9,53.41,6.81,0.0
27.76,14.23,51.25,5.69,1.07
26.6,13.47,51.85,7.41,0.67
28.26,14.13,51.45,5.8,0.36
27.17,15.22,51.09,6.52,0.0
27.61,12.46,51.85,7.41,0.67
26.83,11.85,53.31,7.67,0.35
29.15,12.88,52.2,5.76,0.0
29.17,12.5,51.39,6.94,0.0
28.78,13.31,50.0,7.91,0.0
27.18,13.24,52.26,6.97,0.35
26.95,13.12,53.19,6.74,0.0
25.61,15.09,52.98,5.96,0.35
25.79,13.21,53.46,7.55,0.0
26.06,13.38,52.46,8.1,0.0
25.9,11.51,54.32,7.91,0.36
26.23,12.04,53.7,8.02,0.0
27.23,13.61,52.62,6.54,0.0
27.6,13.98,51.97,6.45,0.0
25.43,15.09,53.02,6.47,0.0
26.89,11.15,55.08,6.56,0.33
27.44,12.64,52.35,7.58,0.0
27.56,11.54,52.24,8.33,0.32
28.88,14.44,50.54,5.78,0.36
27.67,12.33,52.67,7.33,0.0
29.33,12.0,51.67,6.67,0.33
26.37,12.86,53.38,7.4,0.0
26.37,13.01,51.71,8.56,0.34
25.27,13.36,54.15,7.22,0.0
25.86,13.69,53.61,6.84,0.0
27.14,11.79,54.29,6.43,0.36
27.6,13.62,51.97,6.09,0.72
25.27,13.36,54.87,6.5,0.0
27.89,12.93,52.72,6.46,0.0
29.02,12.24,51.75,6.64,0.35
29.03,12.02,52.79,6.16,0.0
25.18,12.04,55.47,7.3,0.0
26.19,11.56,54.76,7.48,0.0
24.81,13.18,54.65,7.36,0.0
27.97,13.5,52.41,6.11,0.0
26.8,12.03,54.3,6.87,0.0
28.21,13.57,51.79,6.43,0.0
27.42,11.61,53.87,7.1,0.0
29.15,12.88,50.85,7.12,0.0
26.18,13.82,53.82,6.18,0.0
25.76,13.1,54.15,6.99,0.0
27.7,12.5,52.7,6.76,0.34
26.67,11.58,53.68,7.72,0.35
25.36,13.77,53.99,6.88,0.0
25.76,12.54,53.22,8.14,0.34
27.18,11.85,53.66,7.32,0.0
25.66,15.47,52.45,6.42,0.0
24.68,9.49,56.65,9.18,0.0
27.43,11.81,54.86,5.9,0.0
25.77,14.09,52.92,7.22,0.0
28.66,11.78,51.91,7.64,0.0
27.85,11.41,53.69,7.05,0.0
28.52,11.34,50.86,8.93,0.34
27.68,14.29,51.34,6.25,0.45
28.42,12.33,52.74,6.51,0.0
27.95,13.8,51.85,6.06,0.34
27.96,12.19,52.69,6.81,0.36
27.97,12.59,52.8,6.29,0.35
25.95,12.11,55.02,6.92,0.0
25.51,13.27,51.02,9.86,0.34
24.41,15.75,53.54,6.3,0.0
25.66,12.17,55.26,6.58,0.33
25.94,13.91,53.01,7.14,0.0
28.86,12.75,51.34,6.38,0.67
26.3,11.42,54.33,7.27,0.69
28.77,12.67,52.05,6.51,0.0
25.37,12.87,54.41,7.35,0.0
24.41,14.17,53.94,7.48,0.0
26.46,12.84,54.09,6.61,0.0
28.21,13.21,51.79,6.79,0.0
26.3,12.46,54.67,6.23,0.35
25.95,13.74,53.82,6.11,0.38
26.12,12.37,53.61,7.9,0.0
28.1,13.87,49.27,8.76,0.0
29.84,11.8,51.8,6.56,0.0
26.64,12.41,54.01,6.93,0.0
25.0,12.5,54.74,7.33,0.43
25.94,11.95,53.92,7.85,0.34
27.65,12.29,53.58,6.14,0.34
27.6,10.39,53.9,8.12,0.0
26.64,12.46,52.94,7.61,0.35
28.16,12.34,52.85,6.33,0.32
27.94,10.79,53.33,7.94,0.0
27.67,12.33,53.0,7.0,0.0
27.92,13.43,51.94,6.71,0.0
27.92,12.72,52.65,6.71,0.0
27.24,13.45,52.41,6.9,0.0
28.15,11.26,53.64,6.95,0.0
25.24,12.62,52.68,8.83,0.63
29.68,12.37,51.59,6.36,0.0
27.62,12.15,52.49,7.46,0.28
27.5,11.88,52.19,8.44,0.0
27.24,12.07,54.14,6.55,0.0
26.16,12.25,55.3,6.29,0.0
27.27,12.46,53.87,6.06,0.34
26.95,13.83,52.13,7.09,0.0
26.67,14.9,51.76,6.67,0.0
25.0,13.06,54.1,7.84,0.0
25.61,13.33,53.33,7.72,0.0
25.55,12.04,53.81,8.6,0.0
27.1,12.6,54.2,6.11,0.0
26.85,14.09,50.67,8.39,0.0
25.61,13.15,53.29,7.61,0.35
28.32,11.83,53.05,6.45,0.36
25.57,12.21,53.05,8.78,0.38
26.71,10.75,55.05,7.49,0.0
28.5,12.53,50.86,8.11,0.0
28.57,12.5,52.86,6.07,0.0
25.35,12.68,54.23,7.75,0.0
25.78,12.89,55.05,6.27,0.0
27.97,13.29,52.8,5.94,0.0
25.87,13.51,54.05,6.56,0.0
24.36,14.96,52.14,7.69,0.85
25.76,13.22,53.56,7.46,0.0
28.96,12.79,51.52,6.73,0.0
27.83,12.3,52.75,6.47,0.65
26.27,11.39,54.43,7.91,0.0
26.54,11.0,53.72,8.41,0.32
27.62,11.54,54.2,5.94,0.7
26.82,11.26,52.98,8.94,0.0
26.77,13.75,53.16,6.32,0.0
29.02,12.94,51.75,6.29,0.0
30.07,13.4,50.98,5.56,0.0
28.19,13.3,51.86,6.38,0.27
25.0,12.83,53.29,7.57,1.32
30.54,12.42,50.67,6.38,0.0
24.19,13.36,54.15,7.94,0.36
26.6,13.12,53.9,6.38,0.0
27.08,12.85,51.74,7.99,0.35
28.83,13.52,50.89,6.76,0.0
28.23,11.9,52.72,7.14,0.0
26.62,12.55,53.61,7.22,0.0
26.4,11.22,55.45,5.94,0.99
24.91,14.29,53.11,7.69,0.0
26.37,13.7,53.08,6.85,0.0
28.06,11.61,51.61,8.39,0.32
25.23,14.15,53.23,7.08,0.31
27.24,13.1,52.76,6.9,0.0
26.89,14.39,51.89,6.82,0.0
25.94,13.65,51.88,8.19,0.34
25.83,13.28,54.24,6.64,0.0
27.14,13.57,52.86,6.43,0.0
28.73,14.18,50.55,6.18,0.36
25.72,14.49,51.09,7.97,0.72
27.87,12.79,51.8,7.21,0.33
25.72,15.94,52.17,6.16,0.0
30.21,12.5,48.96,7.99,0.35
24.81,14.66,51.88,8.27,0.38
26.67,11.33,54.33,7.67,0.0
24.73,13.43,53.0,8.48,0.35
25.34,12.67,54.79,6.85,0.34
25.45,13.09,54.91,6.18,0.36
26.43,12.14,55.36,6.07,0.0
27.12,12.88,53.22,6.78,0.0
28.76,11.76,51.31,8.17,0.0
26.5,10.95,55.83,5.65,1.06
24.9,14.94,52.28,7.88,0.0
25.36,12.68,54.71,6.88,0.36
25.26,13.84,52.94,7.96,0.0
25.54,14.39,50.72,8.27,1.08
26.99,10.38,55.36,7.27,0.0
27.54,11.8,53.44,6.56,0.66
29.43,12.41,51.77,6.38,0.0
27.27,13.13,51.52,8.08,0.0
24.63,15.67,52.61,7.09,0.0
25.0,14.45,52.34,7.81,0.39
26.69,12.75,53.39,7.17,0.0
28.07,13.68,51.93,6.32,0.0
27.34,11.51,54.68,6.12,0.36
23.77,16.8,52.05,6.97,0.41
28.32,13.29,51.4,6.64,0.35
26.07,12.86,51.43,8.93,0.71
26.1,12.54,54.24,7.12,0.0
27.44,12.64,52.35,6.86,0.72
27.88,13.75,51.67,6.69,0.0
28.0,12.0,53.45,6.18,0.36
28.83,13.14,51.46,6.57,0.0
28.27,10.94,53.19,7.29,0.3
25.45,12.0,54.55,8.0,0.0
28.67,11.95,51.19,8.19,0.0
25.77,13.75,51.89,8.59,0.0
26.55,13.14,53.87,6.44,0.0
26.21,11.38,54.14,8.28,0.0
27.46,12.68,52.46,7.39,0.0
28.42,12.23,52.16,7.19,0.0
27.37,14.74,51.23,6.32,0.35
26.3,12.11,53.98,6.57,1.04
28.62,10.93,52.41,7.72,0.32
26.92,11.19,54.9,6.99,0.0
26.86,13.07,53.36,6.36,0.35
25.49,11.11,54.25,8.82,0.33
28.46,12.36,53.18,5.99,0.0
27.14,13.38,52.42,6.69,0.37
26.78,14.64,51.46,7.11,0.0
26.67,12.0,54.33,7.0,0.0
27.27,14.39,51.52,6.44,0.38
26.98,13.67,51.44,7.91,0.0
28.34,12.05,52.12,7.17,0.33
27.48,10.86,53.99,7.35,0.32
25.72,11.96,54.71,7.61,0.0
31.56,13.95,48.84,5.65,0.0
25.19,12.41,54.89,7.52,0.0
27.11,13.19,52.38,6.96,0.37
26.24,13.69,53.99,6.08,0.0
24.47,13.92,54.43,7.17,0.0
25.55,13.5,53.28,7.3,0.36
26.43,12.1,52.55,8.28,0.64
26.96,11.95,52.9,7.85,0.34
29.9,13.4,50.86,5.84,0.0
26.06,14.08,52.11,7.39,0.35
26.86,13.78,51.94,7.07,0.35
26.24,13.83,51.77,8.16,0.0
25.51,12.24,54.42,7.82,0.0
28.52,10.49,53.77,7.21,0.0
27.18,13.42,50.34,8.72,0.34
27.65,12.1,53.33,6.67,0.25
26.69,11.25,54.34,7.72,0.0
28.66,10.9,53.27,6.85,0.31
26.36,15.5,50.39,7.36,0.39
27.39,12.1,53.5,7.01,0.0
25.18,13.67,54.32,6.83,0.0
27.52,11.74,52.68,7.72,0.34
27.15,12.71,53.61,6.53,0.0
25.72,13.77,53.26,6.88,0.36
25.52,14.34,52.8,7.34,0.0
30.31,13.24,49.83,5.92,0.7
26.42,13.21,53.96,6.42,0.0
26.3,11.93,54.43,7.34,0.0
26.24,12.06,53.9,7.45,0.35
27.96,12.83,52.3,6.91,0.0
24.46,14.03,54.32,6.83,0.36
25.52,13.29,52.1,8.39,0.7
25.99,13.72,53.79,6.5,0.0
27.65,13.99,51.88,6.14,0.34
27.03,13.9,51.35,7.34,0.39
26.4,15.2,51.6,6.8,0.0
25.09,14.43,53.61,6.19,0.69
25.87,14.67,52.9,5.79,0.77
25.17,12.24,53.74,8.16,0.68
25.82,12.36,54.91,6.91,0.0
27.21,13.6,53.31,5.88,0.0
26.69,11.49,54.73,6.08,1.01
25.0,14.64,52.14,7.86,0.36
26.07,10.89,56.77,5.28,0.99
27.0,15.21,51.33,6.46,0.0
25.8,13.06,51.59,9.24,0.32
26.12,12.69,54.48,6.34,0.37
27.81,11.92,53.31,6.95,0.0
26.52,12.54,53.41,7.53,0.0
27.03,14.29,51.35,7.34,0.0
27.57,13.97,52.21,6.25,0.0
26.12,14.93,52.24,6.72,0.0
26.34,14.12,51.91,7.63,0.0
27.65,11.95,51.88,8.53,0.0
26.62,12.34,54.55,6.49,0.0
28.09,11.71,51.84,8.03,0.33
26.15,13.85,52.69,7.31,0.0
24.91,13.15,53.29,8.3,0.35
29.63,12.46,51.52,6.06,0.34
27.83,11.97,53.4,6.8,0.0
26.3,12.54,53.21,7.34,0.61
28.57,11.04,51.95,7.79,0.65
29.77,13.04,49.83,7.02,0.33
26.81,12.68,52.9,7.61,0.0
25.26,12.46,52.94,9.34,0.0
25.26,10.92,56.66,6.83,0.34
25.45,13.26,53.76,7.17,0.36
27.36,14.19,52.03,6.08,0.34
28.52,12.37,52.23,6.53,0.34
28.93,11.01,53.14,6.92,0.0
26.64,13.49,52.25,7.27,0.35
30.82,11.8,50.49,6.89,0.0
27.52,12.08,53.02,7.38,0.0
29.55,12.99,50.97,6.49,0.0
26.9,10.44,54.43,8.23,0.0
25.0,13.6,52.57,8.46,0.37
24.83,13.79,53.45,7.93,0.0
24.33,16.73,51.71,6.84,0.38
27.15,12.71,51.55,7.22,1.37
26.09,13.59,53.8,6.52,0.0
27.89,12.24,54.08,5.78,0.0
26.26,12.12,54.55,7.07,0.0
25.56,14.44,52.96,7.04,0.0
26.21,10.69,55.52,7.24,0.34
25.56,13.91,51.88,7.52,1.13
27.27,12.99,51.95,7.47,0.32
26.32,11.84,53.62,7.24,0.99
26.37,12.33,53.77,6.85,0.68
26.0,14.4,52.8,6.4,0.4
25.2,14.96,52.36,7.48,0.0
25.09,12.37,54.98,7.56,0.0
30.12,11.14,51.51,6.93,0.3
27.08,12.85,54.51,5.56,0.0
28.87,14.09,50.86,6.19,0.0
26.89,11.48,53.77,7.54,0.33
29.03,12.58,51.94,6.45,0.0
25.18,12.95,55.04,6.83,0.0
28.47,13.17,52.67,5.69,0.0
25.09,14.91,52.73,6.91,0.36
27.91,12.29,52.16,7.64,0.0
28.17,13.24,51.27,7.04,0.28
25.78,14.06,53.12,7.03,0.0
25.52,11.72,54.48,8.28,0.0
28.35,10.28,52.96,8.41,0.0
25.56,13.53,53.01,7.89,0.0
26.05,14.94,52.11,6.51,0.38
26.67,12.98,53.68,6.32,0.35
28.81,12.88,50.51,7.8,0.0
25.57,12.6,55.34,6.49,0.0
26.47,13.37,53.48,6.42,0.27
27.39,13.86,51.82,6.6,0.33
26.73,11.55,52.81,8.25,0.66
25.9,12.95,52.88,7.91,0.36
25.44,14.04,54.39,6.14,0.0
27.66,11.7,53.55,7.09,0.0
26.46,12.37,53.26,7.9,0.0
27.68,12.8,51.56,7.96,0.0
25.32,12.5,54.81,7.37,0.0
27.34,13.31,53.24,6.12,0.0
26.37,12.33,54.11,7.19,0.0
27.34,13.67,52.16,6.83,0.0
27.24,12.9,51.61,8.24,0.0
28.06,14.03,51.44,6.47,0.0
26.51,11.07,55.03,7.38,0.0
26.92,12.24,54.2,6.64,0.0
26.63,13.91,52.07,7.4,0.0
28.01,13.48,50.35,8.16,0.0
27.34,12.46,53.63,6.23,0.35
26.63,11.24,55.03,6.51,0.59
26.0,14.8,52.4,6.8,0.0
25.84,14.77,52.68,6.38,0.34
28.46,14.23,50.56,6.74,0.0
27.34,14.98,50.94,6.74,0.0
26.81,13.41,51.81,7.97,0.0
26.15,13.85,52.69,7.31,0.0
25.61,14.23,53.66,6.5,0.0
26.21,12.07,53.79,7.59,0.34
26.13,12.89,54.36,6.62,0.0
28.95,12.5,51.64,6.91,0.0
26.85,11.74,54.36,7.05,0.0
27.84,12.37,52.23,7.22,0.34
27.18,12.42,53.69,6.71,0.0
27.13,11.04,53.0,8.83,0.0
29.45,11.0,52.1,7.12,0.32
26.26,11.62,55.56,6.57,0.0
25.9,15.11,52.52,6.47,0.0
26.46,11.38,54.77,6.77,0.62
28.12,13.74,52.08,6.07,0.0
25.58,13.18,53.88,7.36,0.0
24.64,13.04,54.71,7.61,0.0
27.53,12.89,51.92,7.67,0.0
26.65,12.57,53.29,7.49,0.0
24.15,15.94,53.14,6.76,0.0
26.62,15.11,52.52,5.76,0.0
25.09,14.23,52.81,7.87,0.0
27.01,11.58,54.02,6.75,0.64
26.37,12.33,54.11,7.19,0.0
28.81,13.25,51.66,6.29,0.0
26.22,12.36,54.68,6.74,0.0
24.04,14.74,53.85,7.05,0.32
26.77,9.85,56.0,7.38,0.0
25.43,12.71,53.95,7.9,0.0
26.86,12.01,52.65,8.48,0.0
30.29,12.38,51.79,5.54,0.0
25.61,15.85,52.03,6.5,0.0
25.63,13.0,54.15,7.22,0.0
25.71,14.69,52.24,7.35,0.0
27.14,12.5,52.14,7.5,0.71
26.88,13.98,51.97,6.81,0.36
25.91,13.5,54.38,6.2,0.0
26.71,12.67,53.77,6.85,0.0
28.38,10.89,53.14,6.6,0.99
25.0,12.82,52.24,9.94,0.0
27.21,13.07,52.3,7.07,0.35
26.26,12.23,55.04,6.12,0.36
26.16,11.83,55.2,6.45,0.36
28.26,12.32,53.62,5.8,0.0
26.76,11.71,53.18,8.36,0.0
25.25,11.63,56.15,6.98,0.0
25.94,11.6,54.61,7.51,0.34
28.42,13.01,52.4,6.16,0.0
27.56,12.01,53.36,6.71,0.35
26.24,13.69,54.37,5.7,0.0
25.46,14.02,53.14,7.38,0.0
29.41,11.42,53.29,5.54,0.35
28.04,12.5,51.69,7.77,0.0
27.37,15.64,50.28,6.15,0.56
26.2,12.92,53.87,7.01,0.0
27.64,13.09,52.36,6.91,0.0
28.12,14.06,49.22,8.2,0.39
24.91,12.27,54.87,7.94,0.0
25.38,14.62,52.69,6.92,0.38
27.97,13.29,52.45,5.94,0.35
25.46,12.88,54.29,6.75,0.61
24.62,14.62,53.46,7.31,0.0
26.09,13.41,52.9,7.25,0.36
26.86,12.01,53.36,6.71,1.06
27.17,12.32,52.9,7.25,0.36
26.35,14.44,52.71,6.5,0.0
28.57,12.78,50.75,7.52,0.38
29.72,12.59,51.4,6.29,0.0
26.32,15.04,52.26,6.39,0.0
27.96,11.51,51.32,8.88,0.33
29.22,10.54,52.71,7.23,0.3
26.4,12.87,53.47,6.93,0.33
28.62,12.83,50.0,8.22,0.33
27.44,13.72,53.43,5.42,0.0
24.92,12.62,54.69,7.44,0.32
25.95,11.83,55.73,6.49,0.0
26.48,13.59,52.96,6.97,0.0
27.78,12.42,53.92,5.88,0.0
27.78,12.22,53.7,6.3,0.0
26.64,13.14,53.65,6.2,0.36
27.12,12.42,52.29,8.17,0.0
28.47,13.22,52.88,5.42,0.0
28.21,13.92,51.65,6.23,0.0
25.48,16.22,51.35,6.95,0.0
28.14,12.2,50.51,8.81,0.34
25.85,12.93,53.06,7.82,0.34
28.35,15.33,50.57,5.75,0.0
26.46,12.03,53.95,6.87,0.69
25.18,12.41,53.28,8.03,1.09
24.8,12.6,55.51,6.69,0.39
25.48,13.13,53.67,7.34,0.39
25.61,13.15,52.25,9.0,0.0
24.58,13.62,54.15,7.64,0.0
26.67,10.33,53.67,9.0,0.33
26.35,12.5,54.39,6.76,0.0
24.83,11.72,54.83,8.62,0.0
25.95,14.53,51.56,7.96,0.0
29.25,14.97,48.64,7.14,0.0
28.01,12.7,51.14,8.14,0.0
27.15,13.75,51.89,7.22,0.0
26.97,14.61,52.43,5.99,0.0
26.74,10.76,56.25,5.56,0.69
28.9,12.99,51.62,6.49,0.0
27.45,11.11,54.58,6.54,0.33
27.03,13.51,52.7,6.76,0.0
27.33,11.25,56.27,5.14,0.0
27.15,12.91,52.65,6.95,0.33
25.8,13.06,54.78,6.37,0.0
27.31,12.92,51.66,8.12,0.0
25.85,11.9,54.08,7.82,0.34
27.1,10.65,56.13,5.81,0.32
26.37,14.29,53.48,5.86,0.0
28.62,12.76,52.41,5.86,0.34
25.26,13.68,54.74,6.32,0.0
26.1,14.58,53.22,6.1,0.0
25.09,12.73,53.93,8.24,0.0
28.57,13.06,52.65,5.71,0.0
27.94,12.5,53.31,6.25,0.0
25.28,14.5,53.9,6.32,0.0
26.26,13.31,53.96,6.12,0.36
26.86,14.49,52.3,6.36,0.0
27.67,14.0,51.33,7.0,0.0
26.35,13.36,52.71,7.58,0.0
27.24,14.7,51.61,6.45,0.0
27.04,12.96,53.33,6.67,0.0
26.33,13.17,53.02,7.12,0.36
27.65,14.77,51.52,6.06,0.0
28.26,14.49,51.45,5.43,0.36
27.08,11.46,54.17,7.29,0.0
26.62,13.65,52.22,7.17,0.34
25.68,12.84,55.07,6.42,0.0
25.9,12.95,52.52,8.63,0.0
26.71,12.33,54.11,6.51,0.34
27.34,14.98,50.94,6.37,0.37
29.24,12.29,50.17,8.31,0.0
25.71,12.5,55.0,6.43,0.36
27.04,14.44,51.85,6.67,0.0
25.45,12.73,54.18,7.64,0.0
26.85,14.4,51.75,7.0,0.0
27.15,12.91,50.66,9.27,0.0
28.9,12.66,51.95,6.49,0.0
23.97,15.7,52.48,7.02,0.83
25.45,12.0,54.55,8.0,0.0
27.87,12.89,51.57,6.97,0.7
26.71,12.64,53.07,7.58,0.0
28.12,12.5,50.94,8.12,0.31
27.81,13.25,51.66,6.29,0.99
24.91,11.23,55.79,8.07,0.0
26.85,14.79,51.75,6.61,0.0
27.99,12.29,52.22,7.17,0.34
26.07,13.57,53.57,6.07,0.71
28.21,12.54,51.41,7.52,0.31
26.82,11.59,54.3,7.28,0.0
24.83,13.29,53.15,8.39,0.35
26.02,10.97,54.86,7.84,0.31
24.8,15.2,53.2,6.8,0.0
26.09,11.71,53.51,8.7,0.0
26.85,12.42,52.68,7.72,0.34
25.36,12.32,53.99,8.33,0.0
28.67,13.65,50.17,7.17,0.34
26.48,12.2,54.01,6.97,0.35
26.58,12.62,53.82,6.98,0.0
27.43,12.5,51.04,9.03,0.0
26.21,13.79,51.72,8.28,0.0
28.14,12.54,51.86,7.12,0.34
28.21,11.86,52.56,7.05,0.32
25.54,11.87,54.68,7.19,0.72
26.62,14.68,50.51,7.51,0.68
26.52,14.34,52.33,6.45,0.36
25.82,13.45,52.36,8.0,0.36
27.39,12.42,53.18,6.69,0.32
28.66,12.42,50.0,8.92,0.0
25.5,12.08,54.03,8.39,0.0
26.22,12.94,53.15,7.69,0.0
25.37,12.69,55.6,6.34,0.0
26.98,12.61,52.49,7.92,0.0
27.69,14.33,52.44,5.54,0.0
27.78,11.44,54.58,5.88,0.33
26.96,9.72,57.05,5.64,0.63
26.22,14.98,52.43,6.37,0.0
26.13,12.2,54.01,7.32,0.35
25.26,13.16,55.26,5.79,0.53
26.87,13.06,52.99,6.72,0.37
24.73,12.0,56.0,7.27,0.0
26.71,13.7,52.4,7.19,0.0
24.81,12.78,54.89,7.52,0.0
27.71,11.45,53.01,7.53,0.3
26.43,13.57,53.21,6.79,0.0
26.91,12.36,53.45,6.91,0.36
27.84,12.37,52.58,7.22,0.0
29.29,12.86,50.71,6.79,0.36
25.78,13.59,54.36,6.27,0.0
26.57,13.28,53.51,6.64,0.0
25.0,13.01,54.11,7.53,0.34
29.13,12.3,52.43,6.15,0.0
26.74,13.89,51.74,7.64,0.0
26.72,14.55,51.85,6.61,0.26
27.6,12.34,53.25,6.82,0.0
25.18,12.59,55.04,6.83,0.36
27.47,13.19,53.48,5.86,0.0
25.68,11.64,52.4,10.27,0.0
26.62,11.69,53.25,7.79,0.65
25.77,11.68,53.95,8.59,0.0
25.68,12.67,53.42,8.22,0.0
25.81,12.54,54.48,7.17,0.0
26.78,12.2,53.56,7.12,0.34
27.33,11.58,54.34,6.75,0.0
26.3,13.54,51.82,8.07,0.26
27.08,12.85,51.74,6.94,1.39
27.15,11.68,54.64,6.53,0.0
28.08,13.36,51.71,6.85,0.0
27.72,12.28,52.63,7.02,0.35
24.14,16.09,51.34,8.43,0.0
28.66,11.78,52.55,7.01,0.0
26.73,12.58,53.77,6.92,0.0
27.36,11.49,53.72,7.09,0.34
26.9,13.1,53.45,6.55,0.0
28.42,13.01,52.05,6.51,0.0
29.23,13.03,50.7,6.69,0.35
28.47,13.56,51.86,6.1,0.0
27.71,11.78,54.14,6.37,0.0
30.38,11.39,52.22,5.38,0.63
27.97,11.54,51.75,8.39,0.35
25.0,12.86,55.0,7.14,0.0
26.14,12.75,52.61,8.5,0.0
27.62,13.29,52.8,6.29,0.0
28.62,11.84,52.96,6.58,0.0
25.67,14.56,52.87,6.9,0.0
26.92,12.24,53.15,7.34,0.35
24.0,16.0,52.0,7.2,0.8
26.29,13.94,51.79,7.57,0.4
28.38,11.15,53.72,6.42,0.34
29.32,11.73,50.93,7.41,0.62
28.42,14.04,52.05,5.48,0.0
28.18,12.37,53.26,5.84,0.34
25.52,11.89,55.24,6.99,0.35
26.29,15.96,50.23,7.51,0.0
26.1,13.6,53.31,6.99,0.0
25.1,16.33,51.39,6.77,0.4
26.91,13.29,53.16,6.64,0.0
26.46,13.06,54.98,5.5,0.0
26.05,16.09,51.34,6.51,0.0
26.39,12.5,53.12,7.99,0.0
25.89,11.65,52.43,9.71,0.32
26.8,11.11,54.9,6.54,0.65
27.95,11.45,52.19,8.08,0.34
27.18,13.59,52.1,7.12,0.0
27.27,12.01,55.52,5.19,0.0
27.08,15.88,51.26,5.78,0.0
27.99,11.95,52.9,7.17,0.0
27.7,13.31,51.08,7.55,0.36
26.9,12.41,52.76,7.24,0.69
26.95,10.71,54.87,6.82,0.65
25.89,12.41,55.67,6.03,0.0
29.45,12.62,51.46,6.15,0.32
25.46,14.06,52.52,7.96,0.0
25.54,12.59,54.68,7.19,0.0
27.27,11.36,53.25,8.12,0.0
29.39,13.26,48.75,8.6,0.0
26.55,13.09,54.18,6.18,0.0
26.54,15.0,51.54,6.92,0.0
26.3,14.44,53.33,5.93,0.0
25.17,12.75,53.69,8.05,0.34
27.44,13.72,52.71,5.78,0.36
25.71,11.11,55.87,6.98,0.32
28.03,12.46,52.6,6.92,0.0
27.21,11.31,53.71,7.42,0.35
29.02,14.34,50.7,5.94,0.0
26.58,12.29,53.49,7.31,0.33
25.64,14.29,51.65,8.42,0.0
